gene_name	Adrenal	Aorta	Esophagus	Fat	Gastric	Liver	Lung	Pancreas	Psoas	Right_ventricle	Colon	Small_intestines
ZNF292	1.6957	1.9715	7.0685	21.9606	1.9834	7.4342	30.4623	1.8091	18.3873	2.6568	0.0	6.0518
ZNF296	0.0	0.0	5.9979	0.0	2.7499	0.0	1.2559	0.0	0.0	0.0	0.0	1.2342
ZNF3	8.1425	6.2656	9.5485	11.5601	6.9056	10.1483	8.9218	7.2592	12.7122	7.8698	1.4908	3.4834
ZNF30	0.0	1.9553	0.0	1.0572	1.0115	1.3156	0.0	0.0	1.3502	0.0	0.0	0.0
ZNF300	0.0	2.1312	2.934	2.2966	3.7738	0.0	1.1653	2.1093	0.0	0.0	0.0	0.0
ZNF300P1	0.0	1.5118	1.0576	1.2558	1.0326	0.0	0.0	1.7638	0.0	0.0	0.0	0.0
ZNF302	8.4061	5.2289	4.4058	11.1418	7.3004	4.0706	6.0839	6.388	11.9705	12.5134	0.0	1.5011
ZNF304	1.8141	1.0207	2.0852	1.3298	1.4845	0.0	2.2194	0.0	1.8635	2.3014	0.0	0.0
ZNF311	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF316	6.0181	4.0426	9.1213	10.993	3.8534	4.4788	17.9275	3.0517	8.0177	4.4175	0.0	1.1969
ZNF317	15.0905	3.7672	6.1473	6.4255	10.6461	4.4788	6.8474	8.8333	6.355	4.7666	0.0	2.8326
ZNF318	1.5894	1.9681	2.4335	3.054	2.0547	3.0708	3.1383	2.5268	2.6145	2.1224	0.0	0.0
ZNF319	1.0462	0.0	2.0382	3.3548	0.0	2.707	8.7485	1.1278	2.0917	2.1368	0.0	0.0
ZNF32	14.9283	10.5544	12.445	17.3663	14.9086	7.7593	10.6536	10.856	34.7209	22.9094	1.8886	1.9948
ZNF320	2.2557	3.6992	3.0402	5.5644	2.2144	1.0943	6.785	4.112	6.2029	4.5137	0.0	0.0
ZNF322	0.0	1.9654	2.347	3.4436	1.0525	3.041	4.6073	1.3018	3.637	2.5814	0.0	0.0
ZNF324	1.1785	1.096	3.4892	3.2236	1.2486	1.3404	3.0085	1.0784	1.4588	1.717	0.0	0.0
ZNF324B	0.0	0.0	1.4548	2.1248	0.0	1.3198	2.4378	0.0	1.666	0.0	0.0	0.0
ZNF326	3.9404	2.7235	9.9488	5.9969	3.9625	5.3839	4.8289	2.6283	8.7993	5.2365	1.0385	2.2048
ZNF329	1.2934	1.4103	1.8195	2.3182	1.9416	1.9356	2.7127	1.1784	2.6004	3.4876	0.0	0.0
ZNF331	15.1895	3.0919	3.5508	14.5435	2.9917	2.3374	7.6631	3.7949	22.6665	4.0124	0.0	0.0
ZNF333	4.0902	5.6247	2.882	6.849	2.1009	1.5524	9.9058	2.4565	6.8114	2.8937	0.0	0.0
ZNF334	4.7717	0.0	0.0	2.1948	2.0768	0.0	0.0	2.6625	0.0	0.0	0.0	0.0
ZNF335	11.6572	7.4959	8.4232	6.3269	5.5303	3.3382	7.9918	7.2666	5.6998	3.3003	0.0	2.5008
ZNF337	7.4709	4.0981	5.4441	3.9282	5.6705	2.1639	4.3293	5.4394	2.7378	3.547	0.0	0.0
ZNF33A	3.431	1.7593	4.818	10.1568	2.2812	5.4077	6.3058	3.6023	3.6161	2.8624	0.0	1.1586
ZNF33B	1.692	1.3809	4.9908	43.9471	5.9453	5.2343	6.6624	5.0833	5.1252	5.6799	0.0	1.6162
ZNF34	2.4903	2.0531	1.8171	2.9467	2.2189	1.6809	2.7034	2.0083	4.0405	2.8954	0.0	0.0
ZNF341	2.0719	0.0	2.1026	1.5966	1.6105	0.0	2.7943	1.0568	1.9643	1.1977	0.0	0.0
ZNF343	3.1604	1.9116	3.2961	3.885	1.6125	2.38	2.6932	2.0494	5.1384	1.6401	0.0	0.0
ZNF345	1.9475	2.3474	2.0279	1.8335	1.4075	0.0	1.6026	0.0	0.0	1.4038	0.0	0.0
ZNF346	2.398	1.6043	5.5053	4.6222	2.1065	2.8443	4.1673	1.5968	2.875	3.9681	0.0	0.0
ZNF347	0.0	0.0	0.0	1.5503	0.0	0.0	1.9086	0.0	2.528	1.3166	0.0	0.0
ZNF35	1.22	0.0	2.825	2.2445	0.0	0.0	3.0899	1.0433	1.6585	2.2059	0.0	0.0
ZNF350	3.2987	2.5325	4.7487	3.7017	2.3648	1.5648	5.4367	2.122	3.6037	3.0744	0.0	0.0
ZNF354A	3.2452	2.1762	3.9477	5.45	3.6985	1.2488	5.1528	2.4094	5.2781	3.6481	0.0	1.2536
ZNF354B	4.6513	3.5295	4.0217	4.7676	3.9218	1.3431	2.7983	3.7241	1.9466	2.449	0.0	0.0
ZNF354C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF355P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF358	56.7695	29.1071	15.9754	32.1256	29.7218	15.2107	17.6064	10.1115	60.9281	45.5136	3.1166	8.3262
ZNF362	4.2427	4.972	5.0918	9.6433	3.1544	3.9562	7.7157	2.6222	5.1903	4.9004	0.0	0.0
ZNF365	0.0	0.0	3.4958	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF366	0.0	0.0	0.0	1.9024	0.0	0.0	1.9448	0.0	0.0	1.1916	0.0	0.0
ZNF367	0.0	0.0	2.0096	0.0	0.0	1.6038	0.0	0.0	0.0	1.9909	0.0	0.0
ZNF37A	2.4596	1.4117	2.4787	5.4458	1.6404	2.3533	2.7537	2.2575	1.931	2.1358	0.0	0.0
ZNF382	0.0	0.0	0.0	1.7275	0.0	0.0	0.0	0.0	1.2728	1.6582	0.0	0.0
ZNF383	1.9474	2.4164	3.087	3.4418	1.6935	1.1722	2.4859	1.2697	2.8051	2.1327	0.0	0.0
ZNF384	15.7121	9.3261	14.7873	20.3414	7.2099	8.9833	19.1477	8.5208	12.9742	10.2162	1.4836	3.9099
ZNF385A	10.2361	2.4404	34.4671	13.7099	7.5226	2.3494	11.8934	0.0	16.0507	5.3205	1.1733	1.2465
ZNF385B	0.0	0.0	0.0	0.0	1.0372	5.2847	10.4485	0.0	6.1028	0.0	3.9216	0.0
ZNF385C	0.0	0.0	0.0	1.7833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF385D	0.0	4.4632	0.0	5.2589	0.0	0.0	0.0	0.0	13.9103	16.6391	0.0	0.0
ZNF391	0.0	0.0	0.0	1.3915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF394	5.914	6.7394	10.4593	8.4127	5.8127	4.5978	12.1541	3.5569	9.8638	6.5309	0.0	2.1053
ZNF395	3.9799	5.3354	25.5008	34.3705	11.1862	19.5638	14.5288	10.1549	4.4467	8.582	1.7246	2.4112
ZNF396	1.3153	1.138	0.0	1.8624	0.0	0.0	1.7518	0.0	0.0	0.0	0.0	0.0
ZNF397	2.7841	4.8157	3.3796	5.1161	2.7592	2.6972	6.4129	1.3072	8.1062	3.6497	0.0	0.0
ZNF398	0.0	0.0	2.3934	1.9964	0.0	2.1429	2.5468	0.0	2.4123	1.6016	0.0	0.0
ZNF404	2.421	0.0	0.0	1.0436	2.3668	0.0	0.0	1.2766	0.0	3.3914	0.0	0.0
ZNF407	0.0	0.0	2.5421	2.5573	0.0	2.2561	4.888	0.0	4.8751	2.2431	0.0	0.0
ZNF408	2.9923	3.0293	5.4758	5.1044	3.0323	4.5791	5.8631	1.5702	6.2709	4.3058	0.0	1.0902
ZNF41	0.0	0.0	1.6033	1.695	0.0	1.5416	2.3508	1.2547	5.1493	1.8125	0.0	0.0
ZNF410	18.2899	5.9309	22.1873	14.4966	9.7858	9.3289	20.2374	5.9682	17.1878	13.2812	2.3271	4.9869
ZNF414	19.132	7.234	18.8069	18.3914	8.0407	13.6595	17.5171	9.2276	11.6825	12.6799	2.2009	1.4388
ZNF415	5.9957	1.6104	1.2402	4.5418	2.4792	0.0	2.5742	1.4761	5.1839	5.9793	0.0	0.0
ZNF416	0.0	0.0	2.8794	1.0571	0.0	0.0	1.3667	0.0	1.4003	1.6637	0.0	0.0
ZNF417	0.0	0.0	0.0	1.4853	0.0	0.0	1.9234	0.0	0.0	1.0749	0.0	0.0
ZNF418	1.0864	1.1732	1.2354	1.3857	1.3001	0.0	1.0588	1.9637	0.0	2.2373	0.0	0.0
ZNF419	3.9941	1.4622	2.4266	1.6365	1.8207	2.6522	3.624	1.8229	3.8619	3.4146	0.0	0.0
ZNF420	1.1966	1.9743	2.4213	2.8531	0.0	1.6968	2.4277	1.4639	2.4766	1.7097	0.0	0.0
ZNF423	1.198	2.8443	0.0	6.8367	0.0	0.0	1.3004	0.0	4.0642	2.2263	0.0	0.0
ZNF425	0.0	0.0	1.142	1.0459	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF426	0.0	0.0	10.8967	1.934	0.0	0.0	2.6465	0.0	1.9532	1.3441	0.0	0.0
ZNF428	46.6423	9.983	11.7329	13.8691	17.0425	10.6277	15.2764	8.1461	16.8252	22.4525	1.26	1.9967
ZNF429	1.5277	1.7839	2.241	5.7957	1.2533	3.4958	3.7654	2.6938	4.3225	2.7444	0.0	0.0
ZNF43	1.5446	0.0	1.3497	2.3245	1.5628	0.0	2.2735	0.0	1.0968	1.1139	0.0	0.0
ZNF430	0.0	0.0	3.0464	1.6257	0.0	0.0	2.5406	0.0	0.0	0.0	0.0	0.0
ZNF431	18.7075	1.1898	17.4631	6.09	9.7202	0.0	3.3831	3.9644	6.0497	4.9179	0.0	0.0
ZNF432	9.6128	3.044	5.5377	2.5229	4.2449	0.0	1.9812	7.6923	3.6334	2.9239	0.0	0.0
ZNF433	2.2894	1.1857	4.9307	3.376	3.0216	0.0	3.3119	2.5719	2.0494	1.3725	0.0	0.0
ZNF436	5.2586	0.0	6.9978	7.429	4.4217	1.5922	2.5841	0.0	1.851	2.1368	0.0	0.0
ZNF438	2.7906	2.963	2.3048	3.0501	1.7024	1.5299	12.0851	0.0	15.4151	5.0449	0.0	0.0
ZNF439	2.0899	2.3662	1.0783	1.2359	1.4218	0.0	1.6122	1.9102	0.0	1.8868	0.0	0.0
ZNF44	3.9272	2.1881	4.7142	4.1792	2.7382	3.8567	5.0689	4.0347	5.498	4.5495	0.0	1.2077
ZNF440	1.1856	1.087	3.4763	1.5344	2.2837	1.0298	3.2875	1.3437	2.8429	0.0	0.0	0.0
ZNF441	1.4839	1.5431	1.5455	1.9291	1.3939	1.302	2.4001	1.7201	1.0927	0.0	0.0	0.0
ZNF442	0.0	0.0	0.0	0.0	0.0	0.0	1.5128	0.0	0.0	0.0	0.0	0.0
ZNF443	1.1545	0.0	1.0265	0.0	1.5075	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF444	13.7406	10.5913	10.9886	30.072	14.0475	24.0524	19.4339	16.0361	14.9093	15.4333	0.0	1.7302
ZNF445	0.0	1.8354	1.1888	2.2536	0.0	1.9241	2.007	1.1265	1.6692	1.0216	0.0	0.0
ZNF446	8.3079	5.7672	4.9705	6.344	5.6276	3.7564	5.9648	5.8493	4.8431	4.2711	0.0	1.0829
ZNF449	3.1221	4.1471	0.0	1.8861	0.0	0.0	1.4549	2.3826	1.5684	0.0	0.0	0.0
ZNF45	1.6455	1.9361	2.6887	2.594	1.1072	1.9701	3.7199	1.0568	1.2803	1.5407	0.0	0.0
ZNF451	8.8296	2.66	4.9201	5.4468	3.7655	4.124	5.2776	4.0491	4.35	3.1255	0.0	1.0053
ZNF454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF460	0.0	0.0	0.0	1.0156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF461	2.8429	1.3843	1.929	1.4299	1.0205	0.0	1.0532	0.0	1.5698	1.3917	0.0	0.0
ZNF462	2.1923	0.0	3.5402	3.778	1.0701	0.0	1.413	0.0	1.8496	1.6149	0.0	0.0
ZNF467	8.6018	1.1315	2.1316	9.4799	3.8725	2.9752	11.9772	4.1902	0.0	3.7647	0.0	0.0
ZNF468	0.0	0.0	2.7396	4.3479	1.2675	1.3184	4.9002	1.0154	1.7007	1.5697	0.0	1.0588
ZNF470	1.783	0.0	0.0	0.0	1.0363	0.0	0.0	0.0	1.1862	1.5763	0.0	0.0
ZNF471	1.7423	0.0	1.0334	1.3467	1.0066	0.0	0.0	0.0	0.0	1.1552	0.0	0.0
ZNF473	1.0671	0.0	1.3473	1.9343	0.0	1.9784	4.049	1.3664	2.7118	0.0	0.0	0.0
ZNF474	0.0	0.0	0.0	0.0	0.0	0.0	2.0727	0.0	0.0	0.0	0.0	0.0
ZNF479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF48	1.5734	0.0	1.8808	2.9938	1.5437	2.5008	2.9026	1.1661	1.9656	4.9176	0.0	0.0
ZNF480	6.6252	1.7378	7.5462	3.7884	4.7726	3.2119	5.8096	2.0926	7.4539	7.2189	0.0	2.1944
ZNF483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF484	0.0	0.0	0.0	0.0	0.0	0.0	1.3621	0.0	0.0	0.0	0.0	0.0
ZNF485	0.0	0.0	1.2482	2.5042	1.1486	0.0	1.0965	0.0	5.5745	0.0	0.0	0.0
ZNF486	0.0	0.0	0.0	2.6928	0.0	0.0	1.7088	0.0	0.0	0.0	0.0	0.0
ZNF488	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7593
ZNF490	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF491	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF493	2.6101	2.1994	1.5429	3.2547	2.0488	0.0	2.3966	2.1597	1.0367	1.0769	0.0	0.0
ZNF496	3.7947	4.601	3.1134	11.1599	2.5286	3.3594	7.2004	3.0686	5.2358	4.4807	0.0	0.0
ZNF497	0.0	1.0846	0.0	1.1843	0.0	0.0	1.0776	1.4987	0.0	0.0	0.0	0.0
ZNF500	1.759	3.1196	3.2664	3.9529	1.5693	3.3322	5.6524	1.75	3.1553	2.3369	0.0	0.0
ZNF501	0.0	1.0912	0.0	1.3326	0.0	0.0	0.0	0.0	1.6589	1.4104	0.0	0.0
ZNF502	1.7937	1.2281	1.3287	1.6998	1.263	0.0	1.2497	1.6827	2.1137	1.2903	0.0	0.0
ZNF503	13.08	5.1306	17.0247	14.4925	6.8519	5.255	10.0705	3.84	1.3428	4.0236	0.0	0.0
ZNF506	1.2482	1.5206	2.8304	4.6495	1.2912	1.0537	3.3227	1.6692	2.8415	1.7142	0.0	0.0
ZNF507	1.5001	1.8705	2.2541	3.1514	1.2262	2.4175	3.2213	1.575	3.3063	1.854	0.0	0.0
ZNF510	1.8728	0.0	1.9569	2.788	0.0	1.2209	1.6548	0.0	1.9047	1.3355	0.0	0.0
ZNF511	40.2826	7.4085	23.3674	16.936	25.8785	23.9637	22.0397	8.3058	35.4683	27.6371	3.3446	10.6889
ZNF512	4.7272	6.2131	5.1152	5.9594	5.7418	3.4138	9.1068	4.3022	7.9853	7.0373	0.0	0.0
ZNF513	24.7161	7.2789	15.4461	12.3245	9.8151	8.6321	14.0709	8.3885	7.0385	7.9875	0.0	4.8809
ZNF514	3.6409	3.1923	3.3892	5.262	4.9016	1.3274	2.7117	3.1371	4.8465	3.1977	0.0	0.0
ZNF516	5.6639	1.6182	2.9277	2.7616	3.1793	2.009	5.1018	2.296	1.6559	1.548	0.0	0.0
ZNF517	3.9401	3.5898	3.4363	3.2714	2.7585	2.182	3.1052	2.5805	4.1398	2.6284	0.0	0.0
ZNF518A	2.7852	1.0576	2.8324	3.6184	4.7371	1.5627	2.8626	2.8839	2.4212	1.0195	5.6831	0.0
ZNF518B	0.0	1.1042	1.9745	2.727	2.1454	1.0799	4.0325	0.0	6.4899	4.6829	0.0	0.0
ZNF519	0.0	0.0	1.5497	0.0	1.3007	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF521	1.3241	0.0	1.1465	10.5886	0.0	1.0718	4.6487	0.0	2.2117	3.6338	0.0	0.0
ZNF524	20.6532	9.6263	19.014	54.324	30.7063	9.2306	21.1907	7.2354	33.5337	23.2899	3.4925	6.0933
ZNF526	0.0	0.0	1.608	2.4014	0.0	2.0619	3.0206	0.0	3.1984	1.8567	0.0	0.0
ZNF527	0.0	1.0698	1.4068	1.688	0.0	0.0	1.025	1.1295	1.4963	1.5284	0.0	0.0
ZNF529	3.3554	1.5772	1.8215	1.8375	1.9913	1.2316	1.6534	1.6125	1.9566	2.4442	0.0	0.0
ZNF530	0.0	0.0	1.408	0.0	0.0	1.0092	1.5972	0.0	1.7684	3.7667	0.0	0.0
ZNF532	4.7859	10.3261	8.4925	10.6277	4.3609	1.7346	14.0309	3.1184	16.24	9.0304	0.0	0.0
ZNF534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF536	1.0021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF540	1.9972	1.4003	0.0	1.74	1.4696	0.0	0.0	1.4945	1.0381	1.9125	0.0	0.0
ZNF541	4.3972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF542	1.7926	1.521	2.1182	4.5278	2.249	6.8352	5.2804	2.0851	8.0432	8.4324	0.0	0.0
ZNF543	0.0	0.0	1.0962	0.0	0.0	0.0	0.0	0.0	1.1174	0.0	0.0	0.0
ZNF544	3.8468	3.0221	9.8007	9.6959	5.027	5.3737	8.4377	2.5052	5.6854	12.932	1.318	0.0
ZNF546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0975	0.0	0.0	0.0
ZNF547	1.6295	0.0	1.034	0.0	0.0	0.0	0.0	1.0755	0.0	0.0	0.0	0.0
ZNF548	1.7812	1.4053	3.5088	3.2197	2.1431	2.8051	4.3325	1.4433	3.6563	3.6771	0.0	0.0
ZNF549	0.0	0.0	0.0	1.3975	0.0	0.0	1.5073	0.0	1.6323	1.1722	0.0	0.0
ZNF550	1.1837	0.0	1.432	2.7851	1.2658	2.5207	2.2655	0.0	1.9799	2.5156	0.0	0.0
ZNF551	0.0	0.0	1.5238	1.9008	0.0	0.0	2.0678	0.0	1.5715	1.5264	0.0	0.0
ZNF552	0.0	0.0	3.3071	1.9781	3.7071	2.0218	3.395	1.0757	2.367	0.0	0.0	1.067
ZNF554	1.2152	1.0472	1.1352	1.2595	1.2229	1.2052	0.0	1.6523	2.0245	0.0	0.0	0.0
ZNF555	0.0	0.0	0.0	1.4028	0.0	0.0	1.3756	0.0	1.4032	1.6254	0.0	0.0
ZNF556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.7909	0.0	0.0	0.0
ZNF557	0.0	0.0	1.2083	1.1373	0.0	1.1525	1.4977	0.0	0.0	0.0	0.0	0.0
ZNF558	6.8025	4.0661	5.6864	10.8432	6.4904	3.5513	8.9673	4.1212	5.3	5.18	0.0	1.0835
ZNF559	7.9708	2.42	2.3511	2.7469	7.7739	2.1671	4.8857	3.7381	1.9299	6.7974	0.0	0.0
ZNF560	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF561	6.3597	4.1706	19.2751	18.4883	5.5427	10.4109	15.1148	4.5972	13.3647	3.8297	2.0587	4.3188
ZNF562	1.2494	0.0	8.384	4.4464	1.3494	3.4774	6.1785	1.2187	5.7371	2.4843	0.0	0.0
ZNF563	0.0	0.0	1.4178	0.0	0.0	2.0266	1.3749	0.0	0.0	0.0	0.0	0.0
ZNF564	1.3938	1.0618	2.0186	2.1939	1.5065	1.6901	2.9086	1.1374	2.4758	1.679	0.0	1.0236
ZNF565	1.3337	0.0	1.63	2.0562	1.0898	0.0	1.6372	0.0	2.1515	1.4384	0.0	0.0
ZNF566	3.0988	1.7635	1.2541	1.5655	2.0735	0.0	1.007	1.1699	1.2166	1.1868	0.0	0.0
ZNF567	1.2084	1.019	2.2985	0.0	1.0509	1.2263	1.5536	0.0	0.0	1.6028	0.0	1.1536
ZNF568	1.4497	1.8701	1.6875	2.7414	0.0	1.2565	1.6211	1.332	2.0814	1.9238	0.0	0.0
ZNF569	0.0	1.2602	0.0	0.0	1.0747	0.0	0.0	0.0	1.1428	1.7451	0.0	0.0
ZNF57	0.0	0.0	5.3827	2.4924	2.8429	1.0057	2.2876	0.0	1.2742	2.168	0.0	2.2311
ZNF570	0.0	0.0	0.0	1.3938	0.0	0.0	0.0	0.0	1.0758	1.416	0.0	0.0
ZNF571	1.9458	0.0	1.1276	0.0	1.1468	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF573	0.0	0.0	1.0636	20.2334	0.0	0.0	9.7041	0.0	0.0	0.0	0.0	0.0
ZNF574	1.8182	1.4146	6.4996	4.63	2.3227	4.2644	5.4111	1.7199	4.7843	3.7723	0.0	0.0
ZNF575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF576	2.6369	3.3502	9.6639	8.9831	5.7111	12.0676	11.1786	2.0828	12.9922	13.1883	1.0013	2.4165
ZNF577	23.2569	13.6608	5.538	6.0157	5.7392	1.7941	3.3703	15.6789	3.9926	4.9634	0.0	0.0
ZNF579	5.8968	2.8929	3.3891	9.6066	6.1861	3.2564	6.4902	3.7766	21.3273	12.9367	0.0	0.0
ZNF580	34.6848	17.4704	11.9771	22.9589	13.0775	4.2195	14.2692	10.6271	6.5509	12.2532	0.0	1.4728
ZNF581	7.2683	4.3844	11.7353	18.9908	11.597	4.1315	8.9729	3.3939	10.1562	6.6417	1.4469	2.1149
ZNF582	3.0996	1.0963	0.0	2.2303	1.6373	1.0297	2.4349	0.0	1.2212	2.7373	0.0	0.0
ZNF583	0.0	0.0	0.0	1.352	0.0	0.0	1.7407	0.0	1.6451	1.6236	0.0	0.0
ZNF584	3.2392	2.2065	7.5616	8.2908	2.2218	9.0804	9.554	2.0486	8.005	11.2854	0.0	0.0
ZNF585A	5.749	4.2315	8.0889	7.0326	5.6666	2.8031	7.6527	4.0626	7.6004	9.2569	2.3398	3.3591
ZNF585B	2.2319	1.6923	2.7094	2.3291	1.7178	1.163	2.596	1.7732	1.9715	2.3323	0.0	0.0
ZNF586	1.6261	0.0	3.8786	2.9254	2.4067	2.0628	4.9426	1.0284	5.5173	4.0959	0.0	0.0
ZNF587	1.6702	1.8566	2.6535	3.4572	1.8829	1.5925	3.0966	2.5477	2.6639	2.3219	0.0	0.0
ZNF589	1.4415	1.7231	3.7995	3.6189	2.8139	0.0	2.1035	1.982	1.495	1.9272	0.0	0.0
ZNF592	2.719	2.3434	4.2181	8.1727	1.5115	6.1819	9.4554	2.4171	9.3942	5.9321	0.0	0.0
ZNF593	9.7641	2.5037	11.2001	19.2964	13.7348	8.3791	13.4721	4.9069	35.566	24.6945	0.0	3.1754
ZNF594	0.0	0.0	0.0	1.1393	0.0	0.0	1.1126	0.0	0.0	1.0239	0.0	0.0
ZNF595	1.9295	1.7537	2.2819	8.9473	2.7395	2.6595	2.5977	3.2381	1.3181	0.0	0.0	0.0
ZNF596	3.5622	1.3451	0.0	2.0789	1.1922	0.0	0.0	1.8528	1.1892	0.0	0.0	0.0
ZNF597	0.0	0.0	0.0	0.0	0.0	0.0	1.7238	0.0	0.0	0.0	0.0	0.0
ZNF598	14.0139	7.4044	29.1108	35.4861	8.8584	21.9393	27.8037	18.2806	34.3777	15.9035	1.3797	2.7905
ZNF599	1.575	1.4587	1.8471	2.7621	2.5647	1.1795	2.356	1.6716	1.6276	2.1023	0.0	0.0
ZNF600	3.0337	2.9111	4.9078	2.7197	4.0977	1.0577	1.9903	4.3579	0.0	1.1299	0.0	1.4426
ZNF605	1.0809	1.1504	1.29	1.9998	0.0	0.0	1.2346	0.0	1.3916	1.3424	0.0	0.0
ZNF606	1.8889	2.3543	3.3602	5.7285	2.5637	2.3974	4.0069	2.982	1.1756	2.7429	0.0	0.0
ZNF607	1.1198	1.4605	1.9821	2.0371	1.0574	0.0	1.2077	1.1351	1.0639	1.2267	0.0	0.0
ZNF608	6.4868	1.6825	3.0383	6.657	4.4579	1.2003	6.3729	4.0149	1.9723	1.8218	0.0	1.1201
ZNF609	1.4908	1.724	2.6133	7.7282	1.0949	5.7179	11.0289	1.1156	2.5286	2.5261	0.0	1.2541
ZNF610	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF611	1.2036	1.309	1.8242	1.799	0.0	0.0	2.3345	0.0	2.0987	1.4654	0.0	1.0193
ZNF613	1.5656	1.9247	2.9535	1.6749	1.4329	0.0	1.754	0.0	1.633	1.8348	0.0	0.0
ZNF614	1.1946	0.0	1.8001	2.1011	0.0	0.0	1.8388	1.0149	1.9453	1.8849	0.0	0.0
ZNF615	2.2076	1.9665	2.3628	3.0436	1.5689	1.6242	2.463	1.28	2.1615	1.7795	0.0	0.0
ZNF616	1.7059	0.0	1.1514	2.7169	0.0	2.3441	2.2564	0.0	1.1516	0.0	0.0	0.0
ZNF618	1.6511	1.7964	0.0	2.3718	0.0	2.0907	1.1886	1.4865	0.0	0.0	0.0	0.0
ZNF619	0.0	0.0	0.0	1.1481	0.0	1.4566	1.1833	0.0	0.0	0.0	0.0	0.0
ZNF620	0.0	1.2181	0.0	1.1155	0.0	0.0	1.8171	1.012	0.0	0.0	0.0	0.0
ZNF621	1.1103	2.4678	2.5033	3.1542	0.0	2.3789	3.5296	1.5793	4.5394	2.2394	0.0	0.0
ZNF622	3.5163	5.1779	13.6958	43.8676	7.752	13.2961	21.458	5.4163	47.1117	71.1921	2.3596	3.6023
ZNF623	0.0	1.4511	2.5299	2.9757	0.0	2.482	3.7831	0.0	3.6016	2.9174	0.0	0.0
ZNF624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF626	1.0562	2.1836	1.7041	4.0932	1.9142	1.2027	2.4789	0.0	1.7024	2.2904	0.0	0.0
ZNF627	1.3882	1.2687	2.191	4.3751	2.393	2.3368	4.3884	1.4116	2.0602	2.2588	0.0	0.0
ZNF628	1.2347	0.0	2.6335	3.2058	0.0	2.9805	5.0906	0.0	7.5498	3.1712	0.0	0.0
ZNF629	2.7509	1.5649	2.4828	3.2265	2.0618	2.7157	3.4316	1.5998	2.506	4.619	0.0	0.0
ZNF639	6.1366	6.1478	9.4529	8.7959	5.487	7.6021	11.2961	3.7725	13.0973	10.1653	1.3392	1.5718
ZNF641	5.9242	3.475	2.5804	5.9797	1.3884	3.3989	7.4964	2.5123	7.7782	2.7003	0.0	0.0
ZNF644	5.6818	3.4634	8.1949	6.3739	5.8818	5.0168	8.9334	3.4062	9.2776	6.4292	1.0151	2.1719
ZNF645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF646	0.0	0.0	2.6139	4.3502	0.0	2.0842	7.6507	0.0	3.6458	1.7064	0.0	0.0
ZNF648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF649	0.0	1.8815	4.2971	5.4175	1.2269	1.6743	2.7515	1.0647	2.1921	2.7125	0.0	0.0
